Date,Location,Vehicle_Model,Units_Sold,Average_Price,Customer_Sentiment
2024-04-10 00:00:00,Lisbon,BMW 3 Series,24,57953,Neutral
2024-04-11 00:00:00,Lisbon,Audi A4,6,36352,Negative
2024-04-12 00:00:00,Lisbon,Volvo XC90,6,53650,Negative
2024-04-13 00:00:00,Lisbon,Mercedes-Benz C-Class,19,52767,Negative
2024-04-14 00:00:00,Lisbon,Porsche 911,24,57996,Negative
2024-04-15 00:00:00,Lisbon,BMW 3 Series,28,51701,Positive
2024-04-16 00:00:00,Lisbon,Audi A4,12,45367,Neutral
2024-04-17 00:00:00,Lisbon,Volvo XC90,18,59281,Negative
2024-04-18 00:00:00,Lisbon,Mercedes-Benz C-Class,8,53332,Negative
2024-04-19 00:00:00,Lisbon,Porsche 911,22,38125,Neutral
2024-04-20 00:00:00,Lisbon,BMW 3 Series,16,31948,Negative
2024-04-21 00:00:00,Lisbon,Audi A4,28,45176,Negative
2024-04-22 00:00:00,Lisbon,Volvo XC90,6,39088,Negative
2024-04-23 00:00:00,Lisbon,Mercedes-Benz C-Class,13,58756,Negative
2024-04-24 00:00:00,Lisbon,Porsche 911,29,39618,Negative
2024-04-25 00:00:00,Lisbon,BMW 3 Series,6,53650,Neutral
2024-04-26 00:00:00,Lisbon,Audi A4,21,43780,Negative
2024-04-27 00:00:00,Lisbon,Volvo XC90,17,36786,Positive
2024-04-28 00:00:00,Lisbon,Mercedes-Benz C-Class,16,47144,Neutral
2024-04-29 00:00:00,Lisbon,Porsche 911,8,31603,Positive
2024-04-30 00:00:00,Lisbon,BMW 3 Series,22,40164,Neutral
2024-05-01 00:00:00,Lisbon,Audi A4,8,39594,Neutral
2024-05-02 00:00:00,Lisbon,Volvo XC90,28,54409,Neutral
2024-05-03 00:00:00,Lisbon,Mercedes-Benz C-Class,22,53270,Negative
2024-05-04 00:00:00,Lisbon,Porsche 911,21,47517,Positive
2024-05-05 00:00:00,Lisbon,BMW 3 Series,15,58843,Neutral
2024-05-06 00:00:00,Lisbon,Audi A4,27,43561,Neutral
2024-05-07 00:00:00,Lisbon,Volvo XC90,27,53142,Positive
2024-05-08 00:00:00,Lisbon,Mercedes-Benz C-Class,16,44262,Negative
2024-05-09 00:00:00,Lisbon,Porsche 911,6,34456,Negative
2024-05-10 00:00:00,Lisbon,BMW 3 Series,7,48080,Neutral
2024-05-11 00:00:00,Lisbon,Audi A4,15,42448,Positive
2024-05-12 00:00:00,Lisbon,Volvo XC90,28,45758,Negative
2024-05-13 00:00:00,Lisbon,Mercedes-Benz C-Class,24,38812,Neutral
2024-05-14 00:00:00,Lisbon,Porsche 911,5,59577,Neutral
2024-05-15 00:00:00,Lisbon,BMW 3 Series,28,48846,Negative
2024-05-16 00:00:00,Lisbon,Audi A4,27,53550,Positive
2024-05-17 00:00:00,Lisbon,Volvo XC90,24,52741,Positive
2024-05-18 00:00:00,Lisbon,Mercedes-Benz C-Class,14,57615,Negative
2024-05-19 00:00:00,Lisbon,Porsche 911,19,37931,Positive
2024-05-20 00:00:00,Lisbon,BMW 3 Series,22,47331,Negative
2024-05-21 00:00:00,Lisbon,Audi A4,19,58129,Positive
2024-05-22 00:00:00,Lisbon,Volvo XC90,17,54697,Neutral
2024-05-23 00:00:00,Lisbon,Mercedes-Benz C-Class,14,40155,Positive
2024-05-24 00:00:00,Lisbon,Porsche 911,8,38395,Negative
2024-05-25 00:00:00,Lisbon,BMW 3 Series,28,30853,Positive
2024-05-26 00:00:00,Lisbon,Audi A4,7,40405,Negative
2024-05-27 00:00:00,Lisbon,Volvo XC90,20,47455,Negative
2024-05-28 00:00:00,Lisbon,Mercedes-Benz C-Class,9,46670,Positive
2024-05-29 00:00:00,Lisbon,Porsche 911,16,57363,Positive
2024-05-30 00:00:00,Lisbon,BMW 3 Series,11,47200,Negative
2024-05-31 00:00:00,Lisbon,Audi A4,12,57355,Negative
2024-06-01 00:00:00,Lisbon,Volvo XC90,27,42567,Neutral
2024-06-02 00:00:00,Lisbon,Mercedes-Benz C-Class,20,50545,Neutral
2024-06-03 00:00:00,Lisbon,Porsche 911,15,44028,Positive
2024-06-04 00:00:00,Lisbon,BMW 3 Series,6,33317,Positive
2024-06-05 00:00:00,Lisbon,Audi A4,21,53533,Negative
2024-06-06 00:00:00,Lisbon,Volvo XC90,18,30947,Negative
2024-06-07 00:00:00,Lisbon,Mercedes-Benz C-Class,6,36964,Neutral
2024-06-08 00:00:00,Lisbon,Porsche 911,22,57749,Negative
2024-06-09 00:00:00,Lisbon,BMW 3 Series,9,31156,Neutral
2024-06-10 00:00:00,Lisbon,Audi A4,18,46261,Neutral
2024-06-11 00:00:00,Lisbon,Volvo XC90,24,40141,Negative
2024-06-12 00:00:00,Lisbon,Mercedes-Benz C-Class,29,35889,Positive
2024-06-13 00:00:00,Lisbon,Porsche 911,10,40466,Positive
2024-06-14 00:00:00,Lisbon,BMW 3 Series,9,49372,Negative
2024-06-15 00:00:00,Lisbon,Audi A4,9,44886,Neutral
2024-06-16 00:00:00,Lisbon,Volvo XC90,26,46922,Positive
2024-06-17 00:00:00,Lisbon,Mercedes-Benz C-Class,19,35507,Positive
2024-06-18 00:00:00,Lisbon,Porsche 911,13,45529,Negative
2024-06-19 00:00:00,Lisbon,BMW 3 Series,6,50321,Negative
2024-06-20 00:00:00,Lisbon,Audi A4,6,46149,Positive
2024-06-21 00:00:00,Lisbon,Volvo XC90,29,36960,Negative
2024-06-22 00:00:00,Lisbon,Mercedes-Benz C-Class,5,45344,Negative
2024-06-23 00:00:00,Lisbon,Porsche 911,18,57357,Negative
2024-06-24 00:00:00,Lisbon,BMW 3 Series,18,32164,Positive
2024-06-25 00:00:00,Lisbon,Audi A4,12,37029,Neutral
2024-06-26 00:00:00,Lisbon,Volvo XC90,8,50127,Negative
2024-06-27 00:00:00,Lisbon,Mercedes-Benz C-Class,6,41965,Positive
2024-06-28 00:00:00,Lisbon,Porsche 911,11,34720,Positive
2024-06-29 00:00:00,Lisbon,BMW 3 Series,15,47958,Neutral
2024-06-30 00:00:00,Lisbon,Audi A4,9,39012,Neutral
2024-07-01 00:00:00,Lisbon,Volvo XC90,27,41188,Positive
2024-07-02 00:00:00,Lisbon,Mercedes-Benz C-Class,18,50038,Positive
2024-07-03 00:00:00,Lisbon,Porsche 911,13,38215,Neutral
2024-07-04 00:00:00,Lisbon,BMW 3 Series,8,38867,Neutral
2024-07-05 00:00:00,Lisbon,Audi A4,10,38280,Neutral
2024-07-06 00:00:00,Lisbon,Volvo XC90,29,33760,Negative
2024-07-07 00:00:00,Lisbon,Mercedes-Benz C-Class,17,58406,Negative
2024-07-08 00:00:00,Lisbon,Porsche 911,28,42395,Neutral
2024-07-09 00:00:00,Lisbon,BMW 3 Series,16,54666,Negative
2024-07-10 00:00:00,Lisbon,Audi A4,17,51346,Negative
2024-07-11 00:00:00,Lisbon,Volvo XC90,7,35467,Positive
2024-07-12 00:00:00,Lisbon,Mercedes-Benz C-Class,27,46557,Negative
2024-07-13 00:00:00,Lisbon,Porsche 911,16,43845,Negative
2024-07-14 00:00:00,Lisbon,BMW 3 Series,6,36126,Neutral
2024-07-15 00:00:00,Lisbon,Audi A4,22,57126,Positive
2024-07-16 00:00:00,Lisbon,Volvo XC90,24,33835,Positive
2024-07-17 00:00:00,Lisbon,Mercedes-Benz C-Class,15,44118,Positive
2024-07-18 00:00:00,Lisbon,Porsche 911,8,46566,Neutral
2024-01-01 00:00:00,Porto,BMW 3 Series,27,45725,Negative
2024-01-02 00:00:00,Porto,Audi A4,11,59054,Negative
2024-01-03 00:00:00,Porto,Volvo XC90,23,51736,Positive
2024-01-04 00:00:00,Porto,Mercedes-Benz C-Class,12,55692,Positive
2024-01-05 00:00:00,Porto,Porsche 911,25,58507,Neutral
2024-01-06 00:00:00,Porto,BMW 3 Series,8,33739,Negative
2024-01-07 00:00:00,Porto,Audi A4,16,35592,Negative
2024-01-08 00:00:00,Porto,Volvo XC90,5,58076,Neutral
2024-01-09 00:00:00,Porto,Mercedes-Benz C-Class,25,57988,Positive
2024-01-10 00:00:00,Porto,Porsche 911,20,39123,Neutral
2024-01-11 00:00:00,Porto,BMW 3 Series,25,55279,Neutral
2024-01-12 00:00:00,Porto,Audi A4,16,59899,Neutral
2024-01-13 00:00:00,Porto,Volvo XC90,5,35659,Negative
2024-01-14 00:00:00,Porto,Mercedes-Benz C-Class,27,52558,Negative
2024-01-15 00:00:00,Porto,Porsche 911,19,49510,Positive
2024-01-16 00:00:00,Porto,BMW 3 Series,15,38177,Positive
2024-01-17 00:00:00,Porto,Audi A4,21,59421,Negative
2024-01-18 00:00:00,Porto,Volvo XC90,13,56449,Negative
2024-01-19 00:00:00,Porto,Mercedes-Benz C-Class,28,55177,Negative
2024-01-20 00:00:00,Porto,Porsche 911,11,35675,Neutral
2024-01-21 00:00:00,Porto,BMW 3 Series,7,52384,Neutral
2024-01-22 00:00:00,Porto,Audi A4,26,30080,Neutral
2024-01-23 00:00:00,Porto,Volvo XC90,18,36057,Negative
2024-01-24 00:00:00,Porto,Mercedes-Benz C-Class,28,53500,Negative
2024-01-25 00:00:00,Porto,Porsche 911,27,44765,Neutral
2024-01-26 00:00:00,Porto,BMW 3 Series,26,56810,Negative
2024-01-27 00:00:00,Porto,Audi A4,27,40922,Positive
2024-01-28 00:00:00,Porto,Volvo XC90,16,39140,Negative
2024-01-29 00:00:00,Porto,Mercedes-Benz C-Class,6,36984,Positive
2024-01-30 00:00:00,Porto,Porsche 911,23,41366,Positive
2024-01-31 00:00:00,Porto,BMW 3 Series,29,43064,Neutral
2024-02-01 00:00:00,Porto,Audi A4,25,48539,Positive
2024-02-02 00:00:00,Porto,Volvo XC90,17,38648,Neutral
2024-02-03 00:00:00,Porto,Mercedes-Benz C-Class,28,49518,Positive
2024-02-04 00:00:00,Porto,Porsche 911,19,30662,Negative
2024-02-05 00:00:00,Porto,BMW 3 Series,29,39890,Positive
2024-02-06 00:00:00,Porto,Audi A4,27,42439,Neutral
2024-02-07 00:00:00,Porto,Volvo XC90,19,35955,Positive
2024-02-08 00:00:00,Porto,Mercedes-Benz C-Class,15,35070,Positive
2024-02-09 00:00:00,Porto,Porsche 911,23,47542,Neutral
2024-02-10 00:00:00,Porto,BMW 3 Series,23,48103,Neutral
2024-02-11 00:00:00,Porto,Audi A4,12,49795,Neutral
2024-02-12 00:00:00,Porto,Volvo XC90,16,55206,Negative
2024-02-13 00:00:00,Porto,Mercedes-Benz C-Class,7,36706,Positive
2024-02-14 00:00:00,Porto,Porsche 911,10,46798,Neutral
2024-02-15 00:00:00,Porto,BMW 3 Series,12,52958,Negative
2024-02-16 00:00:00,Porto,Audi A4,13,53139,Negative
2024-02-17 00:00:00,Porto,Volvo XC90,10,44238,Positive
2024-02-18 00:00:00,Porto,Mercedes-Benz C-Class,6,34007,Neutral
2024-02-19 00:00:00,Porto,Porsche 911,7,54748,Neutral
2024-02-20 00:00:00,Porto,BMW 3 Series,21,38858,Positive
2024-02-21 00:00:00,Porto,Audi A4,12,49355,Positive
2024-02-22 00:00:00,Porto,Volvo XC90,21,47880,Negative
2024-02-23 00:00:00,Porto,Mercedes-Benz C-Class,29,40300,Negative
2024-02-24 00:00:00,Porto,Porsche 911,25,38607,Positive
2024-02-25 00:00:00,Porto,BMW 3 Series,14,45075,Negative
2024-02-26 00:00:00,Porto,Audi A4,9,57579,Negative
2024-02-27 00:00:00,Porto,Volvo XC90,17,58117,Negative
2024-02-28 00:00:00,Porto,Mercedes-Benz C-Class,16,38763,Positive
2024-02-29 00:00:00,Porto,Porsche 911,26,33105,Neutral
2024-03-01 00:00:00,Porto,BMW 3 Series,16,31068,Negative
2024-03-02 00:00:00,Porto,Audi A4,17,44016,Positive
2024-03-03 00:00:00,Porto,Volvo XC90,16,55214,Negative
2024-03-04 00:00:00,Porto,Mercedes-Benz C-Class,25,46206,Positive
2024-03-05 00:00:00,Porto,Porsche 911,22,30173,Negative
2024-03-06 00:00:00,Porto,BMW 3 Series,27,31673,Negative
2024-03-07 00:00:00,Porto,Audi A4,25,36103,Neutral
2024-03-08 00:00:00,Porto,Volvo XC90,21,31135,Neutral
2024-03-09 00:00:00,Porto,Mercedes-Benz C-Class,28,42877,Neutral
2024-03-10 00:00:00,Porto,Porsche 911,26,48980,Negative
2024-03-11 00:00:00,Porto,BMW 3 Series,20,52991,Positive
2024-03-12 00:00:00,Porto,Audi A4,12,57709,Neutral
2024-03-13 00:00:00,Porto,Volvo XC90,16,35759,Negative
2024-03-14 00:00:00,Porto,Mercedes-Benz C-Class,6,41616,Negative
2024-03-15 00:00:00,Porto,Porsche 911,5,33938,Negative
2024-03-16 00:00:00,Porto,BMW 3 Series,12,48748,Positive
2024-03-17 00:00:00,Porto,Audi A4,22,52484,Neutral
2024-03-18 00:00:00,Porto,Volvo XC90,16,48067,Positive
2024-03-19 00:00:00,Porto,Mercedes-Benz C-Class,15,38844,Positive
2024-03-20 00:00:00,Porto,Porsche 911,26,48341,Neutral
2024-03-21 00:00:00,Porto,BMW 3 Series,21,48495,Negative
2024-03-22 00:00:00,Porto,Audi A4,16,34265,Neutral
2024-03-23 00:00:00,Porto,Volvo XC90,27,46803,Positive
2024-03-24 00:00:00,Porto,Mercedes-Benz C-Class,21,49805,Neutral
2024-03-25 00:00:00,Porto,Porsche 911,22,55081,Neutral
2024-03-26 00:00:00,Porto,BMW 3 Series,29,43955,Negative
2024-03-27 00:00:00,Porto,Audi A4,25,42740,Neutral
2024-03-28 00:00:00,Porto,Volvo XC90,25,44613,Negative
2024-03-29 00:00:00,Porto,Mercedes-Benz C-Class,14,45145,Neutral
2024-03-30 00:00:00,Porto,Porsche 911,15,38289,Neutral
2024-03-31 00:00:00,Porto,BMW 3 Series,9,34164,Neutral
2024-04-01 00:00:00,Porto,Audi A4,15,58059,Positive
2024-04-02 00:00:00,Porto,Volvo XC90,5,41652,Negative
2024-04-03 00:00:00,Porto,Mercedes-Benz C-Class,13,34605,Positive
2024-04-04 00:00:00,Porto,Porsche 911,21,47335,Negative
2024-04-05 00:00:00,Porto,BMW 3 Series,22,45297,Negative
2024-04-06 00:00:00,Porto,Audi A4,23,44764,Negative
2024-04-07 00:00:00,Porto,Volvo XC90,23,43881,Positive
2024-04-08 00:00:00,Porto,Mercedes-Benz C-Class,15,50465,Negative
2024-04-09 00:00:00,Porto,Porsche 911,21,57500,Negative
2024-04-10 00:00:00,Porto,BMW 3 Series,29,46721,Neutral
2024-04-11 00:00:00,Porto,Audi A4,13,35479,Positive
2024-04-12 00:00:00,Porto,Volvo XC90,16,32248,Negative
2024-04-13 00:00:00,Porto,Mercedes-Benz C-Class,12,35237,Negative
2024-04-14 00:00:00,Porto,Porsche 911,21,47084,Negative
2024-04-15 00:00:00,Porto,BMW 3 Series,15,45742,Neutral
2024-04-16 00:00:00,Porto,Audi A4,28,44392,Negative
2024-04-17 00:00:00,Porto,Volvo XC90,9,37674,Positive
2024-04-18 00:00:00,Porto,Mercedes-Benz C-Class,23,41379,Positive
2024-04-19 00:00:00,Porto,Porsche 911,19,49722,Positive
2024-04-20 00:00:00,Porto,BMW 3 Series,11,37749,Neutral
2024-04-21 00:00:00,Porto,Audi A4,29,38131,Negative
2024-04-22 00:00:00,Porto,Volvo XC90,6,58508,Neutral
2024-04-23 00:00:00,Porto,Mercedes-Benz C-Class,11,57133,Positive
2024-04-24 00:00:00,Porto,Porsche 911,21,50509,Neutral
2024-04-25 00:00:00,Porto,BMW 3 Series,17,41286,Neutral
2024-04-26 00:00:00,Porto,Audi A4,14,56826,Negative
2024-04-27 00:00:00,Porto,Volvo XC90,16,56636,Negative
2024-04-28 00:00:00,Porto,Mercedes-Benz C-Class,20,42580,Neutral
2024-04-29 00:00:00,Porto,Porsche 911,24,36651,Negative
2024-04-30 00:00:00,Porto,BMW 3 Series,15,49476,Positive
2024-05-01 00:00:00,Porto,Audi A4,21,44967,Negative
2024-05-02 00:00:00,Porto,Volvo XC90,19,57824,Negative
2024-05-03 00:00:00,Porto,Mercedes-Benz C-Class,9,54844,Neutral
2024-05-04 00:00:00,Porto,Porsche 911,17,37933,Neutral
2024-05-05 00:00:00,Porto,BMW 3 Series,13,59314,Negative
2024-05-06 00:00:00,Porto,Audi A4,12,35237,Negative
2024-05-07 00:00:00,Porto,Volvo XC90,7,36660,Negative
2024-05-08 00:00:00,Porto,Mercedes-Benz C-Class,28,51975,Positive
2024-05-09 00:00:00,Porto,Porsche 911,18,52646,Neutral
2024-05-10 00:00:00,Porto,BMW 3 Series,17,42259,Neutral
2024-05-11 00:00:00,Porto,Audi A4,19,52168,Negative
2024-05-12 00:00:00,Porto,Volvo XC90,19,54410,Neutral
2024-05-13 00:00:00,Porto,Mercedes-Benz C-Class,8,34351,Negative
2024-05-14 00:00:00,Porto,Porsche 911,14,31518,Positive
2024-05-15 00:00:00,Porto,BMW 3 Series,24,45989,Positive
2024-05-16 00:00:00,Porto,Audi A4,29,30779,Negative
2024-05-17 00:00:00,Porto,Volvo XC90,21,32753,Neutral
2024-05-18 00:00:00,Porto,Mercedes-Benz C-Class,29,48740,Negative
2024-05-19 00:00:00,Porto,Porsche 911,27,53739,Positive
2024-05-20 00:00:00,Porto,BMW 3 Series,18,58444,Positive
2024-05-21 00:00:00,Porto,Audi A4,21,36849,Neutral
2024-05-22 00:00:00,Porto,Volvo XC90,10,43158,Neutral
2024-05-23 00:00:00,Porto,Mercedes-Benz C-Class,13,42766,Negative
2024-05-24 00:00:00,Porto,Porsche 911,25,50761,Neutral
2024-05-25 00:00:00,Porto,BMW 3 Series,17,43833,Positive
2024-05-26 00:00:00,Porto,Audi A4,19,51300,Neutral
2024-05-27 00:00:00,Porto,Volvo XC90,8,51028,Positive
2024-05-28 00:00:00,Porto,Mercedes-Benz C-Class,29,53595,Neutral
2024-05-29 00:00:00,Porto,Porsche 911,9,54754,Negative
2024-05-30 00:00:00,Porto,BMW 3 Series,21,55196,Positive
2024-05-31 00:00:00,Porto,Audi A4,14,47427,Positive
2024-06-01 00:00:00,Porto,Volvo XC90,16,37160,Neutral
2024-06-02 00:00:00,Porto,Mercedes-Benz C-Class,19,34044,Neutral
2024-06-03 00:00:00,Porto,Porsche 911,18,48415,Negative
2024-06-04 00:00:00,Porto,BMW 3 Series,17,35556,Neutral
2024-06-05 00:00:00,Porto,Audi A4,14,41256,Neutral
2024-06-06 00:00:00,Porto,Volvo XC90,18,45027,Neutral
2024-06-07 00:00:00,Porto,Mercedes-Benz C-Class,27,35638,Negative
2024-06-08 00:00:00,Porto,Porsche 911,23,58053,Positive
2024-06-09 00:00:00,Porto,BMW 3 Series,13,53857,Neutral
2024-06-10 00:00:00,Porto,Audi A4,25,52147,Neutral
2024-06-11 00:00:00,Porto,Volvo XC90,6,57091,Neutral
2024-06-12 00:00:00,Porto,Mercedes-Benz C-Class,19,33543,Neutral
2024-06-13 00:00:00,Porto,Porsche 911,25,56306,Neutral
2024-06-14 00:00:00,Porto,BMW 3 Series,19,50931,Negative
2024-06-15 00:00:00,Porto,Audi A4,15,35551,Positive
2024-06-16 00:00:00,Porto,Volvo XC90,25,57278,Negative
2024-06-17 00:00:00,Porto,Mercedes-Benz C-Class,8,42378,Positive
2024-06-18 00:00:00,Porto,Porsche 911,28,51443,Positive
2024-06-19 00:00:00,Porto,BMW 3 Series,17,42205,Positive
2024-06-20 00:00:00,Porto,Audi A4,10,55923,Neutral
2024-06-21 00:00:00,Porto,Volvo XC90,29,41346,Positive
2024-06-22 00:00:00,Porto,Mercedes-Benz C-Class,16,58320,Positive
2024-06-23 00:00:00,Porto,Porsche 911,10,51347,Positive
2024-06-24 00:00:00,Porto,BMW 3 Series,27,55171,Neutral
2024-06-25 00:00:00,Porto,Audi A4,18,43214,Neutral
2024-06-26 00:00:00,Porto,Volvo XC90,23,36673,Neutral
2024-06-27 00:00:00,Porto,Mercedes-Benz C-Class,6,44085,Positive
2024-06-28 00:00:00,Porto,Porsche 911,29,38993,Positive
2024-06-29 00:00:00,Porto,BMW 3 Series,7,40447,Negative
2024-06-30 00:00:00,Porto,Audi A4,6,38555,Negative
2024-07-01 00:00:00,Porto,Volvo XC90,16,58156,Positive
2024-07-02 00:00:00,Porto,Mercedes-Benz C-Class,10,58653,Neutral
2024-07-03 00:00:00,Porto,Porsche 911,9,47809,Positive
2024-07-04 00:00:00,Porto,BMW 3 Series,25,30762,Negative
2024-07-05 00:00:00,Porto,Audi A4,13,33084,Positive
2024-07-06 00:00:00,Porto,Volvo XC90,6,37886,Neutral
2024-07-07 00:00:00,Porto,Mercedes-Benz C-Class,7,41219,Positive
2024-07-08 00:00:00,Porto,Porsche 911,19,38415,Neutral
2024-07-09 00:00:00,Porto,BMW 3 Series,18,31319,Positive
2024-07-10 00:00:00,Porto,Audi A4,29,52717,Negative
2024-07-11 00:00:00,Porto,Volvo XC90,22,53456,Negative
2024-07-12 00:00:00,Porto,Mercedes-Benz C-Class,5,41357,Positive
2024-07-13 00:00:00,Porto,Porsche 911,9,41149,Positive
2024-07-14 00:00:00,Porto,BMW 3 Series,27,51586,Negative
2024-07-15 00:00:00,Porto,Audi A4,11,51428,Negative
2024-07-16 00:00:00,Porto,Volvo XC90,16,45623,Negative
2024-07-17 00:00:00,Porto,Mercedes-Benz C-Class,13,56950,Positive
2024-07-18 00:00:00,Porto,Porsche 911,28,59817,Neutral
2024-01-01 00:00:00,Amadora,BMW 3 Series,29,56742,Positive
2024-01-02 00:00:00,Amadora,Audi A4,22,55657,Negative
2024-01-03 00:00:00,Amadora,Volvo XC90,7,33974,Negative
2024-01-04 00:00:00,Amadora,Mercedes-Benz C-Class,23,35660,Neutral
2024-01-05 00:00:00,Amadora,Porsche 911,23,53163,Negative
2024-01-06 00:00:00,Amadora,BMW 3 Series,18,55330,Positive
2024-01-07 00:00:00,Amadora,Audi A4,23,35211,Negative
2024-01-08 00:00:00,Amadora,Volvo XC90,13,52967,Negative
2024-01-09 00:00:00,Amadora,Mercedes-Benz C-Class,29,46575,Positive
2024-01-10 00:00:00,Amadora,Porsche 911,27,57119,Negative
2024-01-11 00:00:00,Amadora,BMW 3 Series,8,57193,Positive
2024-01-12 00:00:00,Amadora,Audi A4,12,37624,Neutral
2024-01-13 00:00:00,Amadora,Volvo XC90,5,42914,Positive
2024-01-14 00:00:00,Amadora,Mercedes-Benz C-Class,21,38774,Positive
2024-01-15 00:00:00,Amadora,Porsche 911,8,47901,Neutral
2024-01-16 00:00:00,Amadora,BMW 3 Series,23,54421,Negative
2024-01-17 00:00:00,Amadora,Audi A4,26,33446,Negative
2024-01-18 00:00:00,Amadora,Volvo XC90,7,35909,Negative
2024-01-19 00:00:00,Amadora,Mercedes-Benz C-Class,13,57649,Neutral
2024-01-20 00:00:00,Amadora,Porsche 911,28,55658,Negative
2024-01-21 00:00:00,Amadora,BMW 3 Series,26,38427,Negative
2024-01-22 00:00:00,Amadora,Audi A4,10,44278,Positive
2024-01-23 00:00:00,Amadora,Volvo XC90,26,40435,Negative
2024-01-24 00:00:00,Amadora,Mercedes-Benz C-Class,15,37020,Negative
2024-01-25 00:00:00,Amadora,Porsche 911,19,42633,Neutral
2024-01-26 00:00:00,Amadora,BMW 3 Series,23,53385,Neutral
2024-01-27 00:00:00,Amadora,Audi A4,18,55352,Neutral
2024-01-28 00:00:00,Amadora,Volvo XC90,23,42723,Neutral
2024-01-29 00:00:00,Amadora,Mercedes-Benz C-Class,18,35201,Neutral
2024-01-30 00:00:00,Amadora,Porsche 911,11,44555,Positive
2024-01-31 00:00:00,Amadora,BMW 3 Series,17,41254,Neutral
2024-02-01 00:00:00,Amadora,Audi A4,15,55951,Neutral
2024-02-02 00:00:00,Amadora,Volvo XC90,8,42810,Negative
2024-02-03 00:00:00,Amadora,Mercedes-Benz C-Class,29,31669,Neutral
2024-02-04 00:00:00,Amadora,Porsche 911,9,41982,Negative
2024-02-05 00:00:00,Amadora,BMW 3 Series,10,45800,Neutral
2024-02-06 00:00:00,Amadora,Audi A4,20,44943,Neutral
2024-02-07 00:00:00,Amadora,Volvo XC90,23,47509,Positive
2024-02-08 00:00:00,Amadora,Mercedes-Benz C-Class,18,56152,Negative
2024-02-09 00:00:00,Amadora,Porsche 911,28,48691,Positive
2024-02-10 00:00:00,Amadora,BMW 3 Series,23,57471,Positive
2024-02-11 00:00:00,Amadora,Audi A4,28,38333,Neutral
2024-02-12 00:00:00,Amadora,Volvo XC90,9,49691,Neutral
2024-02-13 00:00:00,Amadora,Mercedes-Benz C-Class,18,46389,Negative
2024-02-14 00:00:00,Amadora,Porsche 911,11,46336,Negative
2024-02-15 00:00:00,Amadora,BMW 3 Series,7,45657,Negative
2024-02-16 00:00:00,Amadora,Audi A4,15,58282,Positive
2024-02-17 00:00:00,Amadora,Volvo XC90,29,35988,Positive
2024-02-18 00:00:00,Amadora,Mercedes-Benz C-Class,25,39666,Negative
2024-02-19 00:00:00,Amadora,Porsche 911,9,53782,Neutral
2024-02-20 00:00:00,Amadora,BMW 3 Series,21,39074,Positive
2024-02-21 00:00:00,Amadora,Audi A4,10,52862,Negative
2024-02-22 00:00:00,Amadora,Volvo XC90,29,48856,Positive
2024-02-23 00:00:00,Amadora,Mercedes-Benz C-Class,5,42979,Positive
2024-02-24 00:00:00,Amadora,Porsche 911,23,56143,Negative
2024-02-25 00:00:00,Amadora,BMW 3 Series,11,54737,Neutral
2024-02-26 00:00:00,Amadora,Audi A4,12,58555,Positive
2024-02-27 00:00:00,Amadora,Volvo XC90,8,32417,Positive
2024-02-28 00:00:00,Amadora,Mercedes-Benz C-Class,14,35891,Neutral
2024-02-29 00:00:00,Amadora,Porsche 911,7,56940,Negative
2024-03-01 00:00:00,Amadora,BMW 3 Series,5,49036,Neutral
2024-03-02 00:00:00,Amadora,Audi A4,9,41475,Neutral
2024-03-03 00:00:00,Amadora,Volvo XC90,13,48139,Neutral
2024-03-04 00:00:00,Amadora,Mercedes-Benz C-Class,13,43882,Negative
2024-03-05 00:00:00,Amadora,Porsche 911,15,45257,Positive
2024-03-06 00:00:00,Amadora,BMW 3 Series,17,38635,Neutral
2024-03-07 00:00:00,Amadora,Audi A4,24,39411,Neutral
2024-03-08 00:00:00,Amadora,Volvo XC90,6,48291,Negative
2024-03-09 00:00:00,Amadora,Mercedes-Benz C-Class,12,34265,Positive
2024-03-10 00:00:00,Amadora,Porsche 911,12,52954,Neutral
2024-03-11 00:00:00,Amadora,BMW 3 Series,27,38085,Negative
2024-03-12 00:00:00,Amadora,Audi A4,7,37592,Neutral
2024-03-13 00:00:00,Amadora,Volvo XC90,22,49827,Neutral
2024-03-14 00:00:00,Amadora,Mercedes-Benz C-Class,22,59555,Positive
2024-03-15 00:00:00,Amadora,Porsche 911,7,44292,Positive
2024-03-16 00:00:00,Amadora,BMW 3 Series,25,50265,Negative
2024-03-17 00:00:00,Amadora,Audi A4,8,56674,Neutral
2024-03-18 00:00:00,Amadora,Volvo XC90,18,44318,Positive
2024-03-19 00:00:00,Amadora,Mercedes-Benz C-Class,8,48286,Positive
2024-03-20 00:00:00,Amadora,Porsche 911,12,50493,Positive
2024-03-21 00:00:00,Amadora,BMW 3 Series,8,36613,Positive
2024-03-22 00:00:00,Amadora,Audi A4,6,40174,Negative
2024-03-23 00:00:00,Amadora,Volvo XC90,20,56325,Negative
2024-03-24 00:00:00,Amadora,Mercedes-Benz C-Class,24,37096,Negative
2024-03-25 00:00:00,Amadora,Porsche 911,23,43101,Neutral
2024-03-26 00:00:00,Amadora,BMW 3 Series,20,45221,Negative
2024-03-27 00:00:00,Amadora,Audi A4,21,40105,Negative
2024-03-28 00:00:00,Amadora,Volvo XC90,28,35249,Negative
2024-03-29 00:00:00,Amadora,Mercedes-Benz C-Class,20,55182,Negative
